Vessel_Name,MMSI_List
ROYALTY,[235054994]
ONEIROI,[352002241]
GINA C,[235036606]
S.B GLADYS,[235036841]
MERIT,[235053642]
LINGEDIJK,[245947000]
ROTRA VENTE,[244890472]
RNLI LIFEBOAT 13 33,[232009300]
F/V LAZALAI.,[228337800]
ROUENPILO LEOPOLDINE,[227974840]
FLYER TIDE,[258122000]
ANDRE HAZES,[244870588]
ANNE FRANK,[244750241]
WEST LOYALTY,[538010014]
BULK ENDURANCE,[636024130]
PILOTAGE NADOR,[123456789]
HMM ST PETERSBURG   ,[440486000]
SKANDI INVENTOR,[219366000]
A2B AMBITION,[244170750]
FAST JEF,[205465000]
NORDICA HAV,[304334000]
CYGNUS SENTINEL,[235108318]
BOTHNIA,[255806224]
MERCHANTMAN,[235113087]
VB ELBE,[232044595]
CHRISTIAN ESSBERGER,[255805753]
GRANDE COLONIA,[247217500]
CYCLONE CLIPPER,[235056993]
BEATRIX,[246598000]
ISLAND ADVENTURE,[250005067]
CAPALL MARA,[232010652]
WILSON NANTES,[257698000]
CLEMENS SCHULTE,[563471000]
LE BELLOT,[578001500]
DIAVOLO ROSSO,[249579000]
CELEBRITY ECLIPSE,[249666000]
SEA DRAGON,"[319011400, 241733000]"
O'RANA,[226016380]
ROSI,[255805952]
ORBIT CLIPPER,[232059441]
WN-18,[244608090]
GINGA LION,[354269000]
YONG LE KOU,[636022970]
RNLI LIFEBOAT 14-10,[232002340]
EMERALD DUCHESS,[232048964]
CGAS COUGAR,[249222000]
CT ROTTERDAM,[209836000]
CRUISER,[235062593]
EMILIA D,[235003828]
MSC RUBY            ,[636024999]
HEBRIDEAN PRINCESS,[232649000]
LADY SMITH,[235095659]
F/V LES 2J,[227318920]
ELBRUNNER,[210568000]
ODIN OF SCAPA,[232031135]
NORDSTRAUM,[258152000]
DEE FISHER,[210431000]
AVOCET,[232060275]
STROMBOLI M,[247482200]
ISLA DE BIOKO,[374402000]
GV RESOLUTION PD797,[235002260]
FASTNET LIR,[232022162]
SEVEN SEAS,[235060176]
ULTIMATE,[235115155]
ARCTIC TIDE,[259989000]
MHO BALDER,[219031157]
BRINT ENABLER,[257967000]
PATRICK BLACKETT,[232040743]
OASIS,[235059592]
TIA ELIZABETH TTL 14,[235098384]
ULTRA SERVAL,[353035000]
EGRET,"[235051724, 232051829]"
CROSSWAY EAGLE,[538006415]
COTES DE LA MANCHE,[227091000]
WINDCAT 14,[235070403]
NQ ROSA,[256227000]
EUROPEAN HIGHLANDER,[311404000]
ADAMAS,[246667000]
ULTRAMAR,[209662000]
SAMSKIP ENDEAVOUR,[209380000]
MARALTA,[305255000]
PRINCESS ROYAL,[235089188]
WILLING LAD N102,[235077608]
ONE HAMMERSMITH,[354839000]
TANJA,[304690000]
HIIUMAA,[255915627]
SAMSKIP HOFFELL,[244860282]
GULF HUWAYLAT,[370211000]
SAMSKIP INNOVATOR,[209361000]
BIGGA,[232003606]
FPMC 31,[636018723]
F/V SCAPULAIRE,[227322230]
DEO GLORIA,[245488000]
ORION BF432,[232036424]
S/V IDEC SOLO SAILOR,[228251700]
RIX PANTHER,[235093688]
DELFT SEAWAYS,[235009590]
GOLDEN DAY,[538009008]
AILAMA,[629009318]
ALANA,[255805557]
VIKING JUPITER,[257058920]
SAKIZAYA TREASURE,[636020019]
OURAGAN,[227788990]
SVITZER SHOTLEY,[235037917]
BORE WAVE,[246278000]
MED PACIFIC,[229350000]
FULMAR,[232025231]
MSC BREMERHAVEN V,[255804350]
MEDEMBORG,[244850900]
NIRVANA,[226012010]
FORTH LEOPARD,[232026752]
VAUBAN,[226002270]
GOLDEN FLAME,[235053516]
VARKAN EGE,[271002541]
SVITZER VICTORY,[235011848]
920225,[111232513]
UKD MARLIN,[232001610]
ALVANITH,[210253000]
CMA CGM CONCORDE,[228401800]
ELANDRA REDWOOD,[636018545]
SVITZER TIGER,[232059673]
OAKTREE,[636024243]
WHITCHALLENGER,[235007413]
EAGLE SAN ANTONIO,[566453000]
DC VLAANDEREN 3000,[245381000]
LALFA II,[228067140]
RNLI LIFEBOAT 16-22,[235069214]
HMS PEMBROKE,[234625000]
BAUSTELLA,[477103600]
SPIRIT OF DISCOVERY,[232021171]
VOS HADES,[235104474]
PROSPERO,[266001000]
GINA MARY,[232006643]
MSC ABY,[636020730]
SOUND OF SHUNA,[235013197]
PAPICHULO,[244071284]
UBEROUS FR50,[232018893]
OBSTINE,[227689560]
NORBRIS,[258648000]
SPIEGELGRACHT,[245789000]
NS IONA,[319060600]
APL BOSTON,[566950000]
MINERVA CORALIA     ,[249878000]
SENIORITY,[235098058]
MARAS,[304345000]
COLLINGWOOD,[235064735]
ARKLOW GUARD,[244656000]
RDJ RIJNSTROOM,[244397000]
JOHANNES,[255915883]
ARMADA 78 03,[563175900]
SEAFOX 4,[235066352]
WINDCAT 27,[235086068]
PORTH WEN,[235089684]
ENDEAVOUR,"[235002680, 235096745]"
PUTFORD VOYAGER,[232814000]
ROB,[636019341]
TS SHTANDART,[518999255]
CORSAIRE DE SERCQ,[232033935]
F/V JP LE ROCH,[228066700]
PEREGRINE,[215740000]
AMANDINE,[249679000]
SORLANDET,[257165000]
ROCK,[314845000]
NISSOS DONOUSSA,[538008313]
SPIRIT OF EMDEN,[255803870]
SEVEN KESTREL,[235103286]
SVITZER HAWK,[232019514]
FORTH SENTINEL,[235066369]
EUROPA 2,[229378000]
FJ IRIS,[538010266]
111232517,[111232517]
MARAN GAS MARSEILLE,[241840000]
THORSHAVN,[231388000]
CAPE TEES,[538003549]
HUMBER JUPITER,[235101935]
STEN BALTIC,[255915985]
SAMSKIP EXPRESS,[255805840]
LEONARDO,"[111250055, 111250052]"
WINDCAT19,[235062747]
MV HJALTLAND,[235450000]
GARRION OWL,[232028036]
HUBERT SCHULTE,[477947100]
BREB TIMBER,[255802490]
W NORTH,[256585000]
PL ST EDMUND,[235101651]
MSC JOY,[356037000]
DELTA EURYDICE,[636017106]
ROOS,"[244126390, 244870618]"
MATRICARIA,[244670408]
CORRAN,[235001223]
STOLT FULMAR,[255806426]
SIR JOHN FISHER,[232044985]
ARKLOW GLEN,[244339000]
INDEPENDENCE OTS,[309374000]
LEVANTE JET,[232059753]
AQUAMARINE ACE,[352980798]
LORD OF THE ISLES,[232605000]
SHEARWATER,"[352003880, 235020043]"
SEAGEM,[215434000]
LOWLANDS CORSO,[352002957]
PLYMOUTH QUEST,[235017045]
CGAS MAUD,[248102000]
AUTOPRESTIGE,[255801580]
HUMBER SPRINTER,[305649000]
SCOT RANGER,[232031538]
FROST TIDE,[258123000]
SEA ELEPHANT,[538008165]
SIGAIA THERESA,[257729000]
VAN EYCK Z53,[205166000]
FLUVIUS TAVY,[314426000]
HISTRIA AZURE,[538002852]
VASTBERADEN,[244810331]
BLYTH SPIRIT,[232004812]
PUTFORD JAGUAR,[235051735]
OOCL LUXEMBOURG,[477738600]
EM KEA,[636015646]
ROMY,[538009071]
BF DEFENDER,[235098051]
OSCAR WILDE,[209479000]
EMS HIGHWAY,[212882000]
AW-189,[111232527]
DOLE ASIA,[311295000]
AS NURIA,[636091784]
VENTURER,[235040458]
IVER BRILLIANT,[244308000]
SAN BACCO,[256831000]
TIM,[212571000]
ADAVEGA,[636019710]
STOLT SANDERLING,[235095972]
AURA 1,[352005472]
FROYA,[257081000]
PARANA,[218562000]
ORAHOPE,[220264000]
FIONA B,[210529000]
SEACAT SCEPTRE,[232039754]
SONGA PEARL,[248897000]
KAYLANA SY21,[235013472]
LUCIA,[235008784]
ANGLEGARTH,[232002698]
ISLE OF MULL,[232343000]
CHEM SELENIUM,[538007832]
ONYX OF LONDON,[235111064]
FWN SKY,[244850226]
ADRIATIC,[246269000]
AUTOSUN,[255801490]
MAGNOLIA SEAWAYS,[219455000]
OLYMPIC FUTURE,[240221000]
FV_ ARDENT,[232006240]
AQUARIUS ACE,[354123000]
CARVELA,[232018964]
BROSME,[232006620]
CEMCLIPPER,[209133000]
PAULA,[304010228]
DOLPHIN SPIRIT,[232036028]
BESSIE ELLEN,[235006020]
CELINE,"[636016747, 249901000]"
PANDA 005,[255915666]
SILVERSTONE,[538011447]
XIANG TIGER,[538007117]
MORGENSTER,[245136000]
MILFORD HAVEN VTS,[2320816]
JACK D,[235058016]
CMA CGM TOPAZ,[636014169]
SEAVOYAGER,[256439000]
RIX EXPLORER,[209681000]
ALTERA WAVE,[311000971]
MAZARINE,"[253000030, 249673000]"
RNLI LIFEBOAT 13-49,[232027360]
ACE VIKING,[210148000]
CMA CGM RUNDALE,[256882000]
PACIFIC WEST,[538004758]
ARGONAUTE,[228186700]
WILMA,[209917000]
YAKA II,[228065140]
MONJASA PROMOTER,[636018716]
KAROLIINA,[305201000]
EEMS DELF,[244176000]
JORK RULER,[210008000]
OLYMPIC TAURUS,[257959000]
IBEX,[232020078]
TRITON FPSO,[235599000]
GVLIBERTY BF120,[235001680]
TOUCHSTONE,[232059339]
WINTER SEA,[538004923]
SMIT DART,[235008178]
GOLDEN JUBILEE,[235053514]
CAPTAIN PARIS,[229716000]
EDZARD SCHULTE,[235076245]
KADRI,[305665000]
ECO CATHAR,[636023368]
C. CAPELLA          ,[341067002]
LT-43 ANNALIJDIA,[232015678]
KEY WIND            ,[319301000]
THAMES BUBBLER,[235055696]
NEWCASTLE EXPRESS,[477624400]
CORALWATER,[245675000]
RADIANT MORN,[235004039]
SEACAT FREEDOM,[235116921]
F/V LE SQUALE,[227318940]
BULK GREECE,[354459000]
WAGON C,[309938000]
RNLI LIFEBOAT 13-55,[232059196]
GV.STAR.AH.BUCHAN,[235076743]
920254,[111232529]
NORVIND,[258761000]
BOY LESLIE,[257164800]
CAPTAIN P           ,[235093878]
WIND ENERGY,[219032199]
RNLI LIFEBOAT 17-51,[232001890]
RHONE,[244264000]
VB  BELGIE,[232059395]
HST POOLE,[232035320]
ANJI ANSHENG,[636023525]
INTER BARENTS,[257055610]
GPS ARCADIA,[235115658]
CAN DO,[235034454]
KAPPAGAS,[304050982]
GRAMPIAN DELIVERANCE,[235108934]
F/V LUANTSA,[228355800]
LEYA,[636021604]
ALBIE_OF_LADRAMBM181,[235103644]
XPLORER,[235050359]
STEN TRITON,[255954000]
SHAKEN NOT STIRRED,[235096008]
MULTRATUG 20,[244790899]
ACE DISCOVERER,[210118000]
FV SHARYN LOUISE,[235001440]
MAIA-1,[273291160]
SEA LEOPARD,[235023771]
ANSGAR E104,[235051671]
BG RED,[255804860]
CATHERINE,[249107000]
TERRA MARIQUE,[235039536]
CHRYSTAL ICE,[538003523]
BREB TRADER,[255802570]
BOW SUCCESS,[353069000]
STADT KINN,[257067970]
EMERALD OF LONDON,[235059877]
MINCK,[228460600]
ARAN 12O,[377168000]
FEDAJA,[244670665]
ONWARD N107,[235080649]
GRAMPIAN TALISKER,[235072616]
SANTA TERESA,[219088000]
GAS PEACE,[538011362]
GRAHAM ROBERTSON,[232006684]
GRAMPIAN CORSAIR,[235058486]
LUCKY GLORY 3,[352005350]
ENERGY EMPRESS,[258723000]
KRAKEN,[232055808]
HURRICANE 1,[232052714]
BODIL KNUTSEN,[257998000]
ECO NICAL,[538006688]
VB MANXMAN,[232020760]
HARMONY,[352003307]
QUEBEC EXPRESS,[310760000]
KITTY PETRA TTL 15,[235103572]
DUGONG ACE,[353453000]
JANE AUSTEN,[269057512]
FRUITFUL BOUGH,[232021063]
EDUARD TOLL,[311000548]
LOMAX,[235096265]
ZOBU START,[538010422]
DONGEBORG,[245413000]
HIGH LOYALTY,[636022904]
KILIA,[255806313]
HAVSTRAND,[258732000]
SOMMEN,[255805887]
SWE-FREIGHTER,[210547000]
WINDCAT24,[235080246]
CONFIDENCE,[244831000]
SVITZER BENTLEY,[232002594]
RDJ IJSSELSTROOM,[246412000]
AURIGA LEADER,[431647000]
BG RUBY,[255771000]
RNLI LIFEBOAT 17-26,[232004402]
YEOMAN BRIDGE,[308919000]
JAEGER ARROW,[311104000]
BOLU,[636022767]
SKANDI GAMMA,[259699000]
SKY PRINCESS,[310780000]
PORTARIA,[256077000]
ANGELINA,[232007300]
HELLAS AVATAR,[256757000]
WILLSUPPORT,[235105178]
NJORD AVOCET,[235095773]
OCEAN PROTECTOR,[255746000]
FARRA EMER,[232046091]
CITY OF LONDON,[233322000]
SPYROS K,[636015119]
TIRRICK,[232008656]
HM FLIPPER,[311001258]
CEMGULF,[305241000]
HALTBAKK STAR,[258129000]
GUIDING STAR HL2,[232032896]
EVITA II,[209264000]
MSC BRUNELLA,[255806491]
BOREALIS,[311000987]
JUTLANDIA SEA,[265032000]
ILSE D,[255802790]
OSHIMA JAPAN,[548652000]
S92A 222,[111232511]
RESTAURATION,[257004600]
RIBHINN DONN II,[235000765]
INDEPENDENT FUTURE,[255805803]
CATRIONA,[235116772]
SVARTFOSS,[257315000]
CONTENDER,[235094715]
FEDERAL ASAHI,[538006753]
HMM PRIDE,[441486000]
WILSON PERTH,[257540000]
ANDROMEDA J,[209850000]
CORAL LEADER,[308038000]
STEN HIDRA,[258751000]
ARAMIS,[255915755]
PANEMORFI,[256617000]
BERT PRIOR,[235056698]
ASPEN,[210553000]
SPECTRUM 4,[235080287]
LADY ANNE-LYN,[244710969]
VB PETER,[232049867]
NR PANTHER,[235087487]
BELCINAC,[228152010]
LADY GUIA,[247439900]
CT PACHUCA,[255805903]
GPS IBERIA,[244620729]
CRANE BARGE 1,[244670111]
NIMROD III,[235031899]
ATLANTIC REEFER,[636016238]
ALS,[255848000]
GREETJE,[244978000]
MAIDEN CASTLE,[235075439]
LADY OF LISMORE,[232038210]
AQUATECH SURVEYOR,[232020541]
CWIND ARTIMUS,[235110913]
SD SOLENT SPIRIT,[235066825]
CRISTINA MASAVEU,[225424000]
GASCHEM BALTIC,[255802780]
CARINA II BF803,[232018710]
DANCING BRAVE,[563033300]
GV  COURAGE SH170,[233308000]
BARENTSZEE OF LADRAM,[235000360]
GALLOPER,[235062227]
HMS IRON DUKE,[234603904]
BLUE ASPIRE,[636023927]
SEA CHARENTE,[246362000]
DUZGIT VENTURE,[249817000]
FAITHFUL FR129,[232034585]
DSB-01,[232039078]
GULHOLMEN,[538005551]
BAYAMO,[245669000]
MFV.ATLANTIC ROSE,[250006145]
MSC TAMISHKA F,[636019364]
HURRICANE CLIPPER,[235053188]
SEA DOLPHIN C,[255806239]
MOLNES,[259525000]
GV REAPER,[232022358]
MEDAL,[255987000]
POLARIS,[305004000]
MAINPORT EDGE,[538010742]
ELISA,[236745000]
BLUENOSE,[232005805]
FAIRHAVENS,[235114728]
COSCO GLORY,[477795300]
UNITY MAPLE,[311064900]
CEMCOASTER,[255806478]
SOLAR RUO YUN,[636019994]
PRIMERO,[311000516]
VST OCEANIA,[352003576]
TORONTO EXPRESS,[310749000]
OCEAN_VISION BF190,[232012960]
ARKLOW FALCON,[250002033]
BLEO HOLM,[306239000]
GV ARINA,[234002000]
BBC HUDSON,[305404000]
PATRIOT             ,[303210000]
SCAPA PATHFINDER,[232022849]
ADVENTURER,[250001028]
PRINS JOHAN FRISO,[244780646]
PESCABERBES TRES,[224005190]
GRAMPIAN DEVOTION,[235110657]
WINDCAT29,[235089224]
LYDIA,[277573000]
WAGON ALFA,[314844000]
VEGA LEADER,[355948000]
HERBADI DOS,[224229000]
PHI,[229359000]
OCEANITE,[227009790]
VESTLAND ARTEMIS,[311000772]
APEX,[235053723]
SCH-99 ARAVIS,[244682000]
TS JACK PETCHEY,[235075328]
SNOWDROP,[235024612]
SERAPHIM,[636022653]
NORDIC SOLA,[258715000]
LADY HATICE,[356300000]
SEA JULIETT,[244181000]
ESL AFRICA,[212537000]
BONACIEUX,[236553000]
CHRISTIAN RADICH,[258373000]
FV FRUITFUL HARVEST,[235118269]
ATLANTIC SOVEREIGN,[312817000]
F/V LE CROTELLOIS,[228396700]
SEA BREEZE,[636092909]
TAI HUA WAN,[413527080]
CHARLIE KNIGHT,[232046205]
LADY BERTA,[247482400]
MAERSK GENOA,[477430600]
AOKA MIZU,[306811000]
BOURNE,[232028891]
GRINNA,[258812000]
KARLICA,[271049308]
OCEAN PIONEER FR928,[235000170]
LAETITIA,[250223000]
SD CAWSAND,[232002185]
ATLANTIS DWELLER,[311000810]
MINERVA SYMPHONY,[636024903]
RNLI LIFEBOAT 13-34,[232009301]
W.B. YEATS,[209146000]
SCH 81 CAROLIEN,[246274000]
AQUA REFLEX,[232008557]
SCH123 ZEELAND,[244583000]
GAS PACIFIC,[352005172]
LOCH FRISA,[232039981]
ELISABETH SCHULTE,[235076265]
HERCULES (PILOTS),[244780378]
WILSON AVONMOUTH,[314604000]
VEMAHONESTY         ,[248434000]
WINDCAT 4,[235032079]
RAYSUT,[370066000]
NEW VISION,[477369300]
REGAIN,[235053647]
BALTIC COASTER,[255915748]
WISMAR,[205210000]
FORTH TIDE,[257154000]
TRENT FISHER,[232016793]
RNLI LIFEBOAT 16-13,[235050627]
THUN BRITAIN,[244329000]
STOLT SEAGULL,[235112571]
HAVEN SUPPORTER,[235081174]
MARLIES,[244000039]
H72 FRANK BONEFAAS,[232024007]
F/V EFFERA,[227391000]
BALTIC EAGLE,[232056735]
F/V.LAURA,[227411000]
RED ROCKET,[235101775]
AQUA VIKING,[257982700]
CANARY WHARF 4,[232004871]
ADAMAR,[636018756]
DISTRIBUTOR,[232014850]
ASPHALT SPIRIT,[538004558]
TITAN DISCOVERY,[235102534]
BAS TIGER,[511101295]
SOLAS,[250014291]
HARRIS,[232058682]
VESTRI ENABLER,[257860000]
SISKIN,[246804000]
SARNIA LIBERTY,[236399000]
BRAHMS,[209577000]
HAPPY PENGUIN,[235095979]
SILVER DARLING,[235094988]
EXCELLENCE PEARL,[269057195]
CARNIVAL MIRACLE,[354277000]
ZALIV,[352001585]
AMARYLLIS           ,[636018055]
CHELSEA,[235039962]
SEACAT ENTERPRISE,[232006483]
DEEP VISION,[235076013]
VICTRESS,[235008290]
SPICA J,[305115000]
ORYX,[235034959]
SEA CRUISER 2,[355104000]
CT VECTOR,[235064573]
GEORG ESSBERGER,[255735000]
AURIGA SM70,[235073521]
IJVEER 55,[244750692]
JOSE PROGRESS,[355209000]
HMS TYNE,[232729000]
ELISABETH,"[205770000, 246497000]"
BG ONYX,[255772000]
SEAVICTORY,[248299000]
CARRAIG MHOR,[250117440]
ATLANTIC VIKING,[258943000]
SPERRY TEST,[451204780]
NORDIC SAGA,[257942000]
SCH-135 GALIBIER,[244630637]
BLUE ECLIPSE 1,[232048902]
CMA CGM BLUE WHALE,[215175000]
CONNAUGHT,[235057667]
HAVEN SEACHALLENGER,[232037256]
SVITZER MILFORD,[235020899]
LEOPARD 3,[215348000]
SD CAREFUL,[232002652]
MSC SOFIA CELESTE,[255806495]
ARVES OIL,[613911403]
HONOR MHARI,[235102035]
PS SYDNEY,[247451100]
ARK GERMANIA,[219551000]
NOS LYNX,[235081434]
JSW SALEM,[373217000]
JASMINE KNUTSEN,[257324000]
PIA,[211806250]
BF RANGER,[235103844]
YARA NAUMA,[258933000]
WESER STAHL,[212848000]
MSC JULIA R.,[636016430]
UNITED GRACE,[636019248]
CAPRICE,[257619000]
F/V LA TRINITE,[227832880]
ESVAGT NJORD,[220612000]
F/V AQUILON,[227321290]
ONE RECOGNITION,[477922300]
RNLI LIFEBOAT 17-34,[235005119]
F/V MANUREVA,[228366900]
LCU 9734,[235070238]
ESENIYA,[273356870]
TRUFFALDINO,[375056000]
CGAS JAGUAR,[249223000]
SD INDULGENT,[235070763]
ANNE-S,[245921000]
RNLI LIFEBOAT 16-15,[235050721]
XIN HAI TONG 27,[538009401]
REVIVAL FR316,[232004190]
FURE VIKEN,[265057000]
HST GRACE,[235095835]
KANARIS 21,[215845000]
