Vessel_Name,MMSI_List,Destination_List
ARKLOW CASTLE,[250004289],['SLUISKIL']
SD ORONSAY,[235000148],['CHRISTMAS #1']
SEAEXPLORER,[249149000],['TRMER FOR ORDERS']
UKD CHERRY SAND,[232003994],['IMMINGHAM']
RAHMI YAGCI,[271048419],['TRGEM']
LADY MARIA FISHER,[232046269],['GB ABD']
LH PILOT STE ANNE,[227609750],['']
LYRIC MAGNOLIA,[311000360],['NLRTM']
FUJI LAVA,[215712000],['FR PJE']
ATLANTIC TWIN,[236112059],['GB PLY']
GRYPHON A,[235010630],['']
THAMES GUARDIAN,[235089286],['SURVEY']
STENA TRANSIT,[244513000],['NL HVH']
MARLIN LA PLATA,[538009852],['PA CTB']
TOKYO PIONEER,[370087000],['GBBEL>IEDUB']
Z575 JANNEKE,[205247000],['']
DPC TOLKA,[250005497],['DUBLIN']
OCEANUS AURORA,[636021172],['FISKV']
TRIGON TRADER,[372092000],"['DAMIETTA,EGYPT']"
MISTRAL,"[226016370, 230925000]","['SEINE AVAL  BIEF DA', 'NLRTM']"
CAMERON,[232004102],['BUOYAGE OPERATIONS']
ANTARES,"[255806365, 232003486]","['FISHING GROUNDS', 'GBSCR']"
MAYA THERESA,[219032954],['MOERDIJK']
PATHWAY,[232004150],['CLYDE']
EVIDENCE,[226017440],['0']
SAR AIRCRAFT G-HMGG,[111232029],['']
TS JOHN JERWOOD     ,[235003790],['MIFORD HAVEN        ']
SVITZER VALIANT,[235059532],['IMMINGHAM']
LOUISE JANE II,[232044459],['DOVER:FRANCF>DOVER']
SANTOS EXPRESS,[218854000],['DEHAM']
ENCOUNTER,[245078000],['IEDUB']
TILL,[244468000],['DK ROD']
WILSON BRUGGE,[314702000],['FRSBK']
AIDASOL,[247302900],['DEHAM']
CC CHAMPS ELYSEES,[228386800],['FRDKK']
MTENDERE,[244075566],['AMSTERDAM    <']
CT BARNSTON,[232043206],['YOUGHAL']
VOS VOYAGER,[235073828],['NOBLE INNOVATOR']
TITANIA,[248225000],['US CHS>DE BRV']
SS SHIELDHALL,[232003964],['GB SOU']
CELSIUS GIZA,[538010516],['USFPO']
ARKLOW CLIFF,[250004612],['GALWAY']
MANANNAN,[235070199],['GBLIV']
ALFA FINLANDIA,[311000820],['NO KAR']
RNLI LIFEBOAT 16-01,[235014281],['PETERHEAD SAR']
SATURNUS,[250000764],['']
A2B FUTURE,[244870287],['NLMOE']
PLEVNE,[215994000],['NLAMS']
ICENI COURAGE,[235085499],['GBNHV>RAMPION>GBNHV']
NISA NAREE,[563240300],['BEANR']
SPANACO RELIABILITY ,[304045000],['GBRID               ']
VERBIER,[352002262],['MOROCCO']
HMM PRIDE           ,[441486900],['GBSOU>BENOR         ']
MSC CRISTINA,[636016858],['BEZEE']
PILOT V/L MAYFLOWER,[232040178],['SOLENT']
BLUE,[610000036],['SKAGEN FOR ORDERS']
ERASMUS,[235055109],['']
VOS FANTASTIC,[235097323],['GLEN LYON']
KRISTIN SCHEPERS,[255806436],['PLGDY']
GT CETUS,[305943000],['TILBURY']
GAS MYTH,[636015105],['DK SKA']
SOIREE,[235093129],['']
FEDERAL OSAKA,[636019819],['NLRTM']
GLAFKOS,[636017196],['DEBRB']
ADVANTAGE ATOM,[538006198],['GBTEE>CAPTU']
NRH CORMORANT,[235104128],['GRIMSBY']
GRIZZLY,[538004966],['NL_AMS']
SHANNON KIMBERLY,[235104839],['-']
CEG GALAXY,[275493000],['IENRS']
WILSON PALMA,[257237000],['BE ANR']
ROCHESTER,[256421000],['SE SDL']
VELOS FORZA,[538009380],['NL VLI']
OSTBORG,[245180000],['PASAJES']
ROLLDOCK SUN,[244615929],['FRCER ANCH']
LIAMARE,[245455000],['REKEFJORD']
VB THAMESBANK,[232059444],['HULL']
INTER SCOTIA,[257294000],['FISHFARM']
RNLI LIFEBOAT 1713,[232003051],['KIRKWALL RESCUE']
WILSON FLEX IV,[255806463],['TR GEM']
VB GUARDSMAN,[232032165],['PORT CLARENCE']
MHO ASGARD,[219028352],['HOW02']
ARCO DART,[232003278],['AVONMOUTH']
FRUITFUL VINE BF240,[232039351],['']
GULDEN LEEUW,[246709000],['GBABD']
DMS POPPY,[232044854],['']
GLOVIS CHALLENGE,[441190000],['GBSOU']
CRIMSON SPOONBILL,[374514000],['US LCH>NL RTM']
M004,[232048036],['']
FV EMILIA JAYNE BM10,[235005457],['BRIXHAM']
APL FULLERTON,[563234000],['GBSOU>PLGDN']
CAPE HARMONY,[373009000],['NL RTM']
C-FORCE,[232033970],['ARDERSIER']
ISLAND VANGUARD,[259121000],['DEEPSEA NORDKAPP']
POSIDANA,[257516000],['GBTIL']
BSG BONAIRE,[636093027],['TANGER MED']
PENFRET,[235113112],['NORTH MIDDLE GROUNDS']
LOCHNEVIS,[235000141],['GB IGG KOH CAN MLG']
RNLI LIFEBOAT E-09,[235080607],['CHISWICK PIER']
BIT FORCE,[244813000],['GB EAM - NL RTM']
ST CLARE,[235002514],['GB PME<>GB FBU']
DUN AENGUS,[250325000],['IEHOW']
KEY FJORD,[257136000],['FR MTX']
FEDERAL FRASER,[538009245],['PLGDN']
JAMES,[250005047],['']
MARAN HELIOS,[241487000],['FOR ORDERS']
CHAMBON NORDET,[228491600],['CALAIS']
RNLI LIFEBOAT 14-31,[232004404],['BROUGHTY FERRY SAR']
MAX,[636020515],['ESCAS']
PAUL B LOYD JNR,[310845000],['']
KOENIGSBORG,[246071000],['NEPTUNE']
HOURAI MARU,[538008262],['GB CAN']
MILLENNIUM DAWN,[235052117],['']
SVITZER BIDSTON,[235014278],['RIVER_MERSEY']
SILVER BONITO,[235054667],['']
WILSON DAVANGER,[314618000],['GB SUN']
VICTOR,[235010731],['IPSWICH']
CHARLOTTE ESSBERGER ,[255806329],['GBTEE               ']
KAREWOOD GLORY,[311000613],['FRLRT']
DRIFTWOOD 3,[235022614],['']
RICH,[244009864],['HEEN EN WEER']
TROMS MIRA,[235108602],['PETERHEAD']
ECO TRUST,[255915599],['SANTANDER']
JANNEKE,[244780631],['']
F/V G SAINTE RITA,[227143700],['FISHING GROUNDS']
TARTAN A,[235000756],['']
BBC PHILIPPINES,[305081000],['GB HUL']
GLORIA,[269057189],['PARIS']
RNLI LIFEBOAT 13-27,[232009169],['DUNMORE EAST']
STAR BONAIRE,[246359000],['ROTTERDAM']
ZAPADNYY,[620999607],['PLGDN']
YSALINE,[248744000],['NLRTM']
JOLANNA M BF29,[232012119],['PETERHEED']
AUTO ADVANCE,[255738000],['ZEEBRUGGE']
GT PIKE,[305814000],['FRLLG']
JENISKA,[235085294],['']
GOLDEN ERLING       ,[538010925],['BR TMT              ']
ASTURIAS,[255915770],['BE ZEE']
SVITZER MADELEINE,[232002622],['IMMINGHAM D0CK']
LINUS P,[538006808],['GB THP']
ARKLOW WILLOW,[250005692],['ESBCN']
AQUA STADT,[235108993],['CH 16 FOR DEST']
Z26 AVANTI,[205133000],['FISHINGGROUNDS']
KARILIN,[305779000],['NLMOE']
BG EMERALD,[209248000],['NLRTM']
F/V EMERAUDE,[228080600],['FISHING AREA']
UMM GHUWAILINA,[636023558],['USCAU']
IRIS,[244820333],['AMSTERDAM']
BB OCTOPUS,[258184000],['MONTROSE']
EUROCARGO BARI,[247320400],['BEANR>TNLGN']
W KAMPALA,[538009125],['GRPIR']
CIELO ACE,[352004807],['ES BCN']
TIGRIS,[538003615],['BEANR>GBSOW']
SUAPE EXPRESS,[636093100],['NLRTM>USCHS']
MSC MIRELLA R       ,[636016999],['GBFXT               ']
CHAMBON SUROIT,[228283600],['CALAIS']
DELPHINE,[248189000],['ZEEBRUGGE BERTH#128']
SONILAND,[236306000],['ESPAS']
GREEN PASTURES,[235000531],['FISHING']
ELANDRA FALCON,[538007154],['GBSWD']
IVERO,[232013165],['SCRABSTER']
SPUIGRACHT,[245261000],['KOTKA FINLAND']
BEAUMAGIC,[244615000],['NLVLI']
VB STRATHDEE,[235055895],['HARBOUR OPPS']
SILVER WIND,[308814000],"['FAIR ISLE, UK']"
LOWLANDS CENTURY,[352003967],['CASEI']
AMS PANTHER,[235085036],['WICKLOW']
ECO CROSSFIRE       ,[636021059],['GB GLW              ']
CEMTEX RENAISSANCE,[477103900],['CO SMR']
GEORGIOS ALEXIOS,[538090652],['GB CDF']
PANDA               ,[245852000],['DESTS               ']
LADY VIVIANA,[352004190],['ZA  PLZ']
SOLENT CAT,[235031587],['COWES']
COLNE LEADER,[232045643],['']
SALOONSLOEP,[244236663],['']
WIND TRANSFER,[235083476],['LIVERPOOL']
ELENI K,[538090645],['NL MOE              ']
ISLA S DS1,[235089665],['FISHING GROUNDS']
P.V.ESTUARY LEADER,[235004471],['PILOTAGE OPS']
ANHOLT,[255854000],['GBCTM']
THEO,[268245101],['GUARDING CABLE']
MORAY ENDEAVOUR,[232030061],['UNKNOWN!']
REBEL ANCHORMAN,[235016877],['SAFETY']
GRAMPIAN EXPLORER,[235640000],['LEMAN A']
NSL-CHALLENGER,[235113677],['MOSTYN-RFWF-MOSTYN']
KELTIC PRIDE UL61,[235099169],['STORNOWAY']
F/V YANN MARY,[227317330],['']
CAPE SUN,[210455000],['CO PBO']
YM CONTINUITY,[563234400],['BEANR>>GRPIR']
OCEAN SUPPORTER,[250005038],['']
OPTIMUS,[275525000],['NLERM']
SD OBAN,[232004686],['PLYMOUTH']
BOY ENZO LH511,[232012511],['FISHING']
DRAKEN HARALD H.,[258111550],['BUCKIE']
SCHILLPLATE,[236111603],['ES SDR']
KALLI G.,[305846000],['ESPAS               ']
TAO BRAVE,[357839000],"['LONDON,UK']"
FV/SILVER DAWN,[235005150],['GILLNETS VHF8/16']
GSL ELIZABETH,[636021006],['ROTTERDAM']
THUN LUNDY,[244069000],['GBBEL']
.  FV ARCTURUS,[235002070],['HOUPMIN: ...-;;   __']
HMM DUBLIN,[440348000],['ESALG > NLRTM']
ELBTEAM,[255806267],['ESBIO']
FS CYGNUS,[235107992],['ABERDEEN']
WINDCAT 101,[235086213],['GY - WMR WF - GY']
VERTOM MERIDIAAN,[246180000],['WANDELAAR']
WEC VAN RUYSDAEL,[255806327],['PTSET']
COMBI DOCK I,[255916073],['FRLEH']
LADY LOUISE,[352003797],['GI GIB']
SUEZ PROTOPIA,[636021925],['PL GDN']
G.O.SARS,[257105000],['RESEARCH CH.16']
STENA VISION,[210231000],['FRCER']
PALATINE,[248064000],['GBLIV']
ECO ROYALTY,[538006249],['BE ANR']
STAR HARMONY,[353071000],['ALGECIRAS']
STAR MAJESTY,[257365000],['ESLPA']
VIVIT AMERICAS LNG,[215574000],['FOR ORDERS']
LADY AYSE,[373042000],['ESAGP']
RUSSIAN STAR,[244150198],['']
SEARHYTHM,[538009054],['GB GIB > PL GDN']
HAVELLAND,[255805653],['GB SHS']
BIRGITTE L349,[219024698],['']
LADY MENNA,[245266000],['GBGRG               ']
SHEIGRA SY7,[235004088],['STORNOWAY']
YANBU,[636023504],['TURKEY FOR ORDERS']
CONTSHIPS BOREALIS,[210028000],['BEZEE']
HAGRID,[314576000],['BE ANR              ']
NYK DIANA,[372319000],['PTLIS']
RNLI LIFEBOAT E 10,[232025941],['']
GEERTRUIDA,[235096094],['FISHING']
PUNTA VIXIA,[227275010],['VIGO']
MFV ADMIRAL RAMSAY,[232061598],['']
KAPITAN GLOWACKI,[261378000],['GBABD']
RNMB HEBE,[232026014],['MILITARY OPS']
KOMMANDOR CLAIRE,[235000500],['LEITH']
SFF GV ARTEMIS,[233975000],['CH16 INFO']
RAVEL,[210299000],['FRLEH']
KOOL TIGER,[636023578],['FOR ORDERS']
MSC VERONA,[636024514],['LONDON GATEWAY']
WINDCAT 3,[235036365],['MOSTYN>N\\HOYLE<<<   ']
AMADEUS DIAMOND,"[245014000, 211443640]","['PARIS', 'ROTTERDAM']"
TULIPA SEAWAYS,[277548000],['GB FXT']
ATLANTICA CARRIER,[209644000],['DURANGO FIELD']
REGGEBORG,[244810617],['FIKEM']
TP VENTURE,[259153000],['MAPTM']
EEMS DRAIT,[244096000],['ESSDR']
CMA CGM PUGET,[255806114],['USMIA']
SUN SHINE,[440040000],['USPTM']
HELEN RICE,[232026655],['MALLAIG']
FTV XPLORER,[235052734],['PLYMOUTH']
SD OMAGH,[235000301],['GREENOCK']
EUROPEI,[636021345],['ES ALG']
PRINSENGRACHT,[244044000],['ESAVS AVILES']
STEN ARNOLD         ,[255915983],['BEANR               ']
GOLDEN GAIN,[234124000],['']
HASTA LA VISTA,[226016440],['']
PANTHERA J,[636017210],['NOMEK']
SD CHRISTINA,[235074703],['PORTSMOUTH']
NALEY TIDE,[259866000],['MARINER FIELD']
F/V MADISON,[227315150],['']
OCEAN SHOALBUSTER,[235021947],['GB AVO']
CRC VENTURA,[232059567],['BERWICK-UPON-TWEED']
PGC EIRINI,[248586000],['FRDKK']
POSEIDON TRADER,[548768000],['NLRTM']
SS JOIE DE VIVRE,[244030456],['PARIS']
MARINA L,[636016827],['LT KLJ']
SCOT MARINER,[235002520],['GBSUN']
NJORD VIKING,[257060000],['MONTROSE']
HADRIAN,[235000465],['TYNE']
MEGAN M,[235059319],['STROMNESS/SCAPA']
RNLI LIFEBOAT 13-12,[235106581],['COWES']
TRENT,[232047172],['GRIMSBY']
DEEP DISCOVERER,[311000849],['ABERDEEN SOUTH']
SVITZER RAMSEY,[235068109],['MILFORD HAVEN']
COSCO HOPE,[477598800],['USNYC']
VERSUTIUS,[253834000],['ROUEN']
FORTH TIGER,[235001096],['PV DUTIES']
CMA CGM SAVANNAH,[229282000],['CIABJ>FRDKK']
GV PHOENIX,[235001320],['NEU CONNECT']
VB TRUEMAN,[232045118],['HUMBER']
ADAMOON,[636015272],['GBLIV>MAJFL']
ARKLOW ACCORD,[250005849],['TILBURY']
NORTHERN GALE,[232005600],['ULLAPOOL']
ATLANTNIRO,[273244100],['RU KGD']
SPARBORG,[246218000],['GENOA']
SEINE PRINCESS,[227789160],['PARIS']
ZAANBORG,[244830818],['BEANR']
NORTHERN OCEAN,[219034659],['HORNSEA 1 WINDFARM']
ABERLOUR,[235089097],['SURVEY']
BRISOTE,[246881000],['IMMINGHAM']
LADY ANNEKE,[246855000],['BOSTON']
EPIC TRADER,[636017992],['TILBURY']
ITALIA STREAM,[308438000],['CRMOB']
KMS VALONIA,[235076222],['FALMOUTH']
LADY ALEXANDRA,[246684000],['PORTLAND']
CHRISTINA,[259372000],['NO RAF']
NR CHEETAH,[235097365],['MOSTYN<>GYM']
TEES GUARDIAN,[235110227],['TEESPORT']
PORTLAND SENTINEL,[235117904],['RAVENSPURN']
MSC NIKOLETA II,[636020902],['FRLEH']
SUPRA TIDE,[257036130],['PBLJ']
GAS HUSKY,[636015107],['GB FAW']
QUEENSBERRY BA156,[235007418],['GBRAY']
CEMVALE,[212109000],['ESSDR']
OOCL BREMERHAVEN,[636023342],['GBSOU-NLRTM         ']
ASTRAL,[668116219],['SUEZ EGYPT']
CANNIS,[235053755],['PLYMOUTH']
ISLA-B,[232007860],['GUARD-NEU']
EENDRACHT,[244543000],['GB ABD']
AMULETH,[209066000],['IE FOV']
A ROSA VIVA,[211488620],['LE PECQ']
GOLDEN REAPER,[235020549],['']
SONGA OPAL,[249923000],['MED FOR ORDERS']
PRINCESS SHAHD,[249496000],['FRURO']
PACIFIC ANNA,[538006923],['GIGIB']
NORWEGIAN SKY,[308865000],['FR LRH']
SD MOORHEN,[232002927],['KYLE OF LOCHALSH']
SYLVIA BOWERS,[235000480],['GRIMSBY']
LANCING,[311000766],['NLRTM>GBTEE']
TYPHOON CLIPPER,[235056986],['LONDON']
HEEMSKERKGRACHT     ,[244010871],['GB ELL              ']
RONEZ,[232003642],['IEDUB']
TRANSCEND BF61,[232042546],['']
SELENA ATK,[271049458],['USPHL=>NLRTM']
SLOMAN DISCHARGER,[304571000],['NOKVD']
GRAMPIAN COMMANDER,[235009670],['ABERDEEN            ']
LORD LUPO,[247439300],['GBFAW']
MALAGO,[235065329],['RP7 AREA MOORED']
SVITZER CASTLE,[235023043],['IMMINGHAM']
SUNNY LADY,[259141000],['CH. 16 FOR DEST.    ']
CUTLASS GALAXY,[538006625],['NO SVG']
UHL FINESSE,[255806357],['ESLPA']
SETTLER,[235114692],['LOCH CRERAN']
CSSC IMMINGHAM      ,[477716400],['BALTIMORE  USA      ']
BULLDOG,[235113139],['PORTSMOUTH']
PACIFIC HERON,[235056178],['GBBIF']
F\V HERMES 1,[228866000],['']
APATYTH             ,[210765000],['SE BRO              ']
SD INDEPENDENT,[235070762],['PORTSMOUTH']
PUTFORD ARIES,[232003329],['ABERDEEN']
REM INSULA,[212897000],['GBABD']
LADY ANNE BEAU,[244890901],['VIGO                ']
PATROL,[235022662],['RAMSGATE']
BRITISH OFFICER,[235113769],['BE ZEE']
BOKA TOPAZ,[257058640],['PETERHEAD PILOTSTATI']
PETEREL,[232025613],['TOWAGE OPS']
HELLE RITSCHER,[636091030],['NLRTM']
UNITY B106,[235059791],['FISHING DELUXE']
CELTIC COMMANDER,[232033026],['GBGSY']
F\V SAINT PHILIPPE,[228395800],['']
REM POWER,[258133000],['SOWF']
RIX GULF,[209823000],['ESPAS']
WIGHT SUN,[235064777],['LYM_YAR']
NORLAN BF362,[232011409],['']
HAV MARLIN,[304734000],['AVILES']
ESTUARY ELISE,[232053737],['PILOTAGE']
VULIN,[314719000],['GBGTY']
F/V MADELEINE,[228402800],['FISHING AREA']
EDWARDIAN,[235055144],['LONDON']
WES MADITA,[255915683],['ESPAS']
VB LLOYDSMAN,[232038380],['HUMBER']
ETOILE D'AZUR,[256946000],['INVERNESS']
GUIDE,[235004469],['GRAVESEND']
RONJA SKYE,[257648000],['']
SWAMI,[308218000],['PT VDC']
FORTUNE SUN,[538004103],['ESALG']
SCOTIA,"[234973000, 259057000]","['SURVEY', 'KEEP CPA 1NM']"
BRAGE VIKING,[257050000],['GBIVG']
SEA HAVEN,[235060142],['ABERDEEN']
ISLE OF ARRAN,[235104000],['GB ARD <> GB BDI']
DA XIN,[413478230],['PT LEI']
APACHE,[241458000],['WAF FOR ORDERS']
DUNOY,[258520000],['']
DELFBORG,[245091000],['GBHUL']
SSB 02,[232046311],['']
HUNTEBORG,[244338000],['GBHUL']
WHITSTAR,[235007880],['GBPME']
BF TYPHOON,[235116834],['RAMSGATE']
SEADOG,[235076403],['LONDON']
KARAM,[341266002],['ALEXADRIA EGYPT']
OPALINE,[248701000],['GBPFT']
JANNETJE CORNELIS,[232018240],['FISHINGGROUND']
GAS VICTORY,[255915961],['PL GDY']
VALENTINA,"[209452000, 314500000]","['IE GRN', 'ESPAS']"
PACIFIC SARAH,[352055000],['NL VEM']
HURRICANE 2,[232052715],['']
OUR PRIDE CY338,[234093000],['STORNOWAY.']
HIGHLAND DEFENDER,[235094267],['ABERDEEN']
AMISIA,[209530000],['FRURO']
ANZORAS,[255915906],['GB NPT']
ICG,[111250054],['']
GIRL GERALDINE,[250103800],['FISHING']
STENA SUPERFAST VII,[235089435],['LRP<>BELFAST']
WILSON DAGENHAM,[305810000],['ST.MALO']
CARDINAL P,[235092017],['GRIMSBY']
WARSHIP,[232002833],['']
HELEN MARY,"[235110248, 211238930]","['CH16', 'IJMUIDEN']"
OCEAN CHALLENGE BF85,[235098956],['']
ONE HUMBER,[372038000],['SGSIN               ']
CRUDE ZEPHYRUS      ,[256726000],['IQ MAB>NL RTM       ']
BERGE NIMBA,[636019095],['CA SEI']
SVITZER MERCURIUS,[232026149],['SOUTHAMPTON']
JAMES COOK,[235001210],['ABERDEEN']
ANTIGUA,[244830109],['AMSTERDAM JAN VAN RI']
ARISTONA,[255801770],['HONFLEUR']
LECH KACZYNSKI,[228421600],['FOR ORDERS']
ENERGY PARADISE,[257381000],['GBABD']
F/V LA MAIN DE DIEU,[227314040],['']
F\V PASCAL,[227141900],['']
ORCA III,[235092223],['ARISAIG____']
STENA BRITANNICA,[235080274],['NL HVH']
DONAU,[244642000],['SZCZCECIN']
VISSERSBANK,[244437000],['FIGUEIRA DA FOZ']
VISCOUNT,[235097195],['LONDON']
THV PATRICIA,[232647000],['HARWICH']
SCOT TRADER,[232047453],['GB WPT']
VEENDIJK,[244694000],['LONDONDERRY']
RED EAGLE,[232002589],['SOUTHAMPTON']
OURAL,[226005720],['LE HAVRE']
HST EUAN            ,[232025959],['ABERDEEN<=>ABER OWF ']
GRACIOUS PD103,[232059311],['MACDUFF']
KATTEGAT,[219222000],['NL RTM']
MSC BETTINA,[352361000],['SEGOT']
VOE VANGUARD,[232008636],['SUBSEA OPS CPA 0.5NM']
F/V LE PRECURSEUR,[227141600],['']
ISLAND CHALLENGER,[258448000],['GBPHD']
LE AOIBHINN,[250014267],['']
MSC KATYA R.,[636016435],['BEANR']
CISEMAIR,[250103600],['BISCAY']
CMACGM VASCO DE GAMA,[215173000],['MYPKG']
SCA OBBOLA,[265411000],['TILBURY']
SKY CLIPPER,[235053187],['LONDON']
SVITZER FERRIBY,[235025323],['SOUTHAMPTON']
ORIENTAL COSMOS,[373026000],['NL RTM']
AVANTI,[538071602],['GB TAB']
FLOATING BRIDGE # 6,[232008913],['']
WESTERN ISLES,[311000563],['SCAPA']
ROCKET REBEL,[232055511],['WATERLOO']
SVITZER GANGES,[232007488],['SHELLHAVEN']
VENTUROUS,[235110013],['']
AS NINA,[538090641],['FRLEH>MAPTM']
ARMONIA.GR,[538009119],['NG LOS']
SCINTILLA MARIS     ,[538071876],['GBBEL               ']
ATLANTIS ARACELI,[248080000],['BEANR']
SAVA,[314661000],['FRDKK']
GV REUL NA MARA,[234671000],['GUARD EA3 CABLE']
HAEVA,[244015000],['48/21 DURANGO']
ELIZABETHAN,[235055108],['LONDON']
THUN GRATITUDE,[245689000],['GB CDF']
SCHELDE HIGHWAY,[355444000],['DUBLIN']
RNLI LIFEBOAT 16-17,[235050723],['BEMBRIDGE']
LADY HEATHER,[232004148],['GBGSA']
HAMNAVOE,[235449000],['STROMNESS/SCRABSTER']
RNLITRAINING IAN&ANN,[235038991],['POOLE']
F/V LARCHE,[227382000],['VHF16']
ISLE OF INNISFREE,[210321000],['GBPEM']
KAMALIJ,[244397268],['CAREL REYNIERSZHAVEN']
BOKA  POLARIS,[232585000],['PETERHEAD']
FRIENDSHIP-2 HOLLAND,[235087045],['ARDERSIER']
LONDON ROSE,[235054307],['LONDON']
THUN LIFFEY,[244333000],['GB AVO']
COMMANDER,[232058262],['']
ARIADNE,[241760000],['USPNJ']
WISBY WAVE,[246108000],['GB PEM']
CREATE,[244016193],['KATWOUDE']
SEABOURN SOJOURN,[311027100],['NO HVG']
BRITANNIA BEAVER,[232000840],['CLIFFE']
SEA FURY,[232037743],['']
WILSON HANSA,[257755000],['GBBEL']
CGAS MASTER,[215389000],['GBMGT']
NORDFJORD,[246512000],['SEMMA']
ALTAY,[538004502],['GBHUL']
JACQUELINE ANNE FR,[232031554],['FRASERBURGH']
VITAL,[235100118],['LIVERPOOL']
DELTA POSEIDON,[249236000],['ALGECIRAS']
RED JET 6,[235117926],['SOTON COWES']
ALESSIA,[244732755],['ARNHEIM']
AL GHASHAMIYA,[538003353],['FALMOUTH']
HEIKE LEHMANN,[305050000],['RIDHAM DOCK']
GPS RACIA,[235053688],['']
VOS PIONEER,[235063065],['CLAIR FIELD']
ENERGY DELOS        ,[232057631],['CANAKKALE           ']
SVITZER DEBEN,[235113128],['FELIXTOWE']
FRAKT SUND,[210803000],['SPURN ANCHORAGE']
GT VELA,[305970000],['GHENT']
MOUNT HIKURANGI,[477195600],['RIO GRANDE']
ERTEA,[636014418],['NLRTM']
LOUISA N PZ101,[235008741],['FISHING GROUNDS']
SIRDAR,[235038021],['PLYM']
ESTUARY ELAN,[235090769],['PILOTAGE']
CGAS LEOPARD,[249225000],['NLTNZ']
ISARTAL,[255806446],['ISKENDERUN']
DEUTSCHLAND,[311000410],['DE BRV']
RICHMOND,[235022608],['']
JOY OF LADRAM,[235099244],"[""FISHING'GILLNETS""]"
HAWK,[232050639],['']
HST LONDON,[232048134],['RAMSGATE']
LIKYA THERESA,[219031135],['FRPJE']
STENA VINGA,[266467000],['JESTH']
SV_PLEIADES BF155,[235069008],['FISHING\\GRN_.']
FV HARMONI,[235019133],['']
HOLLIE J H166,[235020797],['BRIDLINGTON.']
FJELLSTRAUM,[257601000],['NORAF']
RES COGITANS,[538002622],['NL VLI']
FS PEGASUS,[235070961],['CYLMS']
MUSKY,[538010656],['CABEL']
UML VICTORIA,[305380000],['SOUTHAMPTON']
NORAH,[352898793],['SUEZ - EGYPT']
KEDROS,[636023892],['EG SUZ>FR LEH']
SD IMPULSE,[232001480],['HMNB CLYDE']
BALTICBORG,[244590000],['TERNEUZEN']
VOS INSPIRER,[235059199],['CORMORANT']
SKANDI FLORA,[258239000],['DUSAVIK']
RIX MERLIN,[235030851],['WORKING HUMBER RIVER']
SKANDI LOGGER,[220578000],['LEITH']
VB OCTEVILLE 11,[228284800],['LE HAVRE']
PRINS BERNHARD,"[244780651, 227302000]","['AMSTERDAM', 'FISHING GROUNDS']"
VB SUPERMAN,[232011198],['IMMINGHAM UK']
EMIRALP,[229447000],['GIGIB>NLMOE']
GOOTEBORG,[246798000],['NLRTM']
CIELO DI GAETA,[229632000],['NL AMS']
BRUFJELL,[257094000],['NOFRK']
TEAL,[235000773],['CORPACH']
NRH KATABATIC,[232005939],['HUMB GT>GRIMSBY']
NEPTUNE THARROS,[241812000],['PTSET']
ARK,[636020612],['EGPSD']
AZURYTH,[212228000],['FR NTE']
F/V LOUIS AGATHE,[228379800],['GRANDCAMP']
BF VOLUNTEER,[235102528],['SAR OPERATIONS']
CUMBRIAN,[314001027],['NL RTM']
HMS SEVERN,[234623000],['']
PATHFINDER,[235054896],['DOVER FRANCE DOVER']
GREAT ANTWERP,[247451500],['GB TIL>BE ANR']
BBC REGALIA,[305796000],['DECUX']
PUTFORD ACHIEVER,[232035067],['VILLAGES']
AMURBORG,[246263000],['USSAV']
UKD SEALION,[235004829],['TESS']
CMOS INSTALLER,[205201000],['GBBLY']
LADY ASTRID         ,[244020435],['GBGSY               ']
COURAGE,[636022867],['GBPEM']
DPC DODDER,[250006249],['']
ARKLOW WOOD,[250005932],['BELFAST']
GALAXY CLIPPER,[235112741],['LONDON']
V/F ATLAS,[228379600],['PEB']
ZULFIKAR            ,[341425000],['AS ORDER            ']
ACTA ORION,[244830883],['GBSUN']
AFON WEN,[235096812],['AVONMOUTH']
VB MARKSMAN,[232021969],['HUMBER TOWAGE']
ANTON,[236112746],['NL MOE']
SEAPEAK VANCOUVER,[311000520],['MAURITANIA']
F/V FARO PICAMILLO,[226045000],['FISHING GROUNS']
NEREUS,[235039953],['SAR OPERATIONS']
VOS ENDURANCE,[235082004],['SEAGULL FIELD']
SCILLONIAN III,[232001270],['PZ SCILLY SCILLY PZ']
OWENIE PADRAIG,[250002574],['WORKING CH6']
YASA ROSE,[538010106],['DO HAI']
HUMBER GUARDIAN,[235086528],['ON SURVEY']
SD NUTBOURNE,[235101366],['']
NS ELIDA,[319058100],['ABERDEEN BAY']
W.A. MOZART,[244250602],['MSTERDAM']
NESTOR,[304011028],['NLRTM']
GEIRA,[232003604],['HAMARS NESS']
VOS PROSPECTOR,[235067282],['CULZEAN FIELD']
KARDIANI,[256037000],['BEANR>>TGLFW']
TERRA-NOVA,[232047016],['BARRY']
CYCLONE,[227049090],['']
AQUADELTA,[246786000],['MEDWAY']
GT FORSETI,[304010297],['VENTSPILS']
REM CETUS,[212893000],['FORTIES FIELD']
THUN GENIUS,[245934000],['GB GYS']
LADY CLAUDIA,[245772000],['DE EME']
BENGEL              ,[253746000],['BEOST               ']
HOLLANDIA SEAWAYS,[219234000],['IMM-VLA-IMM']
MENA C OF RHU,[235090339],['MOSTYN']
HURLINGHAM,[235054655],['LONDON']
